No,HID,Hotel-Name,UPDATE URL 15 JAN,SLUG,Supplier-or-Direct,Country,SEARCH
127,1979,Furama-Chiang-Mai,www.gother.com/th-th/hotels/thailand/chiang-mai/muang-chiang-mai/furama-chiang-mai,thailand/chiang-mai/muang-chiang-mai/furama-chiang-mai,DIRECT,thailand,18
267,325086,Orchid-Resortel,www.gother.com/th-th/hotels/thailand/phuket/patong/orchid-resortel,thailand/phuket/patong/orchid-resortel,DIRECT,thailand,18
304,845874,Baan-Pattaya-by-Sabai,www.gother.com/th-th/hotels/thailand/chonburi/bang-lamung/baan-pattaya-by-sabai,thailand/chonburi/bang-lamung/baan-pattaya-by-sabai,DIRECT,thailand,18
443,233572,Jasmine-Grande-Residence,www.gother.com/th-th/hotels/thailand/bangkok/khlong-toei/jasmine-grande-residence,thailand/bangkok/khlong-toei/jasmine-grande-residence,DIRECT,thailand,18
491,370745,Vartika-Resovilla-Kuiburi-Beach-Resort-and-Villas,www.gother.com/th-th/hotels/thailand/prachuap-khiri-khan/muang-prachuap-khiri-khan/vartika-resovilla-kuiburi-beach-resort-and-villas,thailand/prachuap-khiri-khan/muang-prachuap-khiri-khan/vartika-resovilla-kuiburi-beach-resort-and-villas,DIRECT,thailand,18
1595,834641,the-harbourview-hotel,www.gother.com/th-th/hotels/hong-kong/kowloon/yau-tsim-mong/the-harbourview-place-the-icc-megalopolis,hong-kong/hong-kong/wanchai/the-harbourview-hotel,Supplier,hong-kong,18
1657,81165,wonstar-hotel-ximen-i,www.gother.com/th-th/hotels/taiwan/taipei/wanhua/wonstar-hotel-ximen-i,taiwan/taipei/wanhua/wonstar-hotel-ximen-i,Supplier,taiwan,18
1658,87770,muzik-hotel-ximen-station-branch,www.gother.com/th-th/hotels/taiwan/taipei/wanhua/muzik-hotel-ximen-station-branch,taiwan/taipei/wanhua/muzik-hotel-ximen-station-branch,Supplier,taiwan,18
1911,965009,laizhu-xingchen-hotel-chengdu-chunxi-road,www.gother.com/th-th/hotels/china/sichuan/chengdu/laizhu-xingchen-hotel-chengdu-chunxi-road,china/sichuan/chengdu/laizhu-xingchen-hotel-chengdu-chunxi-road,Supplier,china,18
1914,274363,campanile-hotel-shanghai-bund,www.gother.com/th-th/hotels/china/shanghai/huangpu/campanile-hotel-shanghai-bund,china/shanghai/huangpu/campanile-hotel-shanghai-bund,Supplier,china,18
2134,825426,nine-tree-premier-hotel-seoul-pangyo,www.gother.com/th-th/hotels/south-korea/seoul/jung-gu/nine-tree-premier-hotel-myeongdong-2,south-korea/gyeonggi-do/seongnam/nine-tree-premier-hotel-seoul-pangyo,Supplier,south-korea,18
2144,692800,hotel-venue-g,www.gother.com/th-th/hotels/south-korea/seoul/jongno-gu/hotel-venue-g,south-korea/seoul/jongno-gu/hotel-venue-g,Supplier,south-korea,18
2149,55293,mayfield-hotel-gimpo-airport-magok,www.gother.com/th-th/hotels/south-korea/seoul/gangseo-gu/mayfield-hotel-gimpo-airport-magok,south-korea/seoul/gangseo-gu/mayfield-hotel-gimpo-airport-magok,Supplier,south-korea,18
93,842173,The-View-Residence,www.gother.com/th-th/hotels/thailand/bangkok/rat-burana/the-view-residence,thailand/bangkok/rat-burana/the-view-residence,DIRECT,thailand,17
126,452441,thara-cholapruek-resort,www.gother.com/th-th/hotels/thailand/nakhon-nayok/ban-na/thara-cholapruek-resort,thailand/nakhon-nayok/ban-na/thara-cholapruek-resort,DIRECT,thailand,17
188,324748,Wareerak-Hot-Spring-and-Wellness,www.gother.com/th-th/hotels/thailand/krabi/khlong-thom/wareerak-hot-spring-and-wellness,thailand/krabi/khlong-thom/wareerak-hot-spring-and-wellness,DIRECT,thailand,17
298,485431,Nonthaburi-Palace-Hotel,www.gother.com/th-th/hotels/thailand/nonthaburi/muang-nonthaburi/nonthaburi-palace-hotel,thailand/nonthaburi/muang-nonthaburi/nonthaburi-palace-hotel,DIRECT,thailand,17
313,575946,The-Harmony-Resort,www.gother.com/th-th/hotels/thailand/ratchaburi/suan-phueng/the-harmony-resort,thailand/ratchaburi/suan-phueng/the-harmony-resort,DIRECT,thailand,17
339,844609,Thanicha-Resort,www.gother.com/th-th/hotels/thailand/samut-songkhram/amphawa/thanicha-resort,thailand/samut-songkhram/amphawa/thanicha-resort,DIRECT,thailand,17
347,677710,Nonze-Hostel,www.gother.com/th-th/hotels/thailand/chonburi/pattaya/nonze-hostel,thailand/chonburi/pattaya/nonze-hostel,DIRECT,thailand,17
432,841965,Central-Old-Town-Cottage,www.gother.com/th-th/hotels/thailand/bangkok/phra-nakhon/central-old-town-cottage,thailand/bangkok/phra-nakhon/central-old-town-cottage,DIRECT,thailand,17
1600,834472,travelodge-kowloon,www.gother.com/th-th/hotels/hong-kong/kowloon/yau-ma-tei/travelodge-kowloon,hong-kong/kowloon/yau-ma-tei/travelodge-kowloon,Supplier,hong-kong,17
1915,666161,sofitel-kunming,www.gother.com/th-th/hotels/china/yunnan/kunming/sofitel-kunming,china/yunnan/kunming/sofitel-kunming,Supplier,china,17
1917,184713,pudong-shangri-la-east-shanghai,www.gother.com/th-th/hotels/china/shanghai/pudong/pudong-shangri-la-east-shanghai,china/shanghai/pudong/pudong-shangri-la-east-shanghai,Supplier,china,17
1919,184980,oakwood-residence-shanghai,www.gother.com/th-th/hotels/china/shanghai/putuo/oakwood-residence-shanghai,china/shanghai/putuo/oakwood-residence-shanghai,Supplier,china,17
1920,897065,ji-hotel-shanghai-the-bund-jinling-dong-road,www.gother.com/th-th/hotels/china/shanghai/huangpu/ji-hotel-shanghai-the-bund-jinling-dong-road,china/shanghai/huangpu/ji-hotel-shanghai-the-bund-jinling-dong-road,Supplier,china,17
1921,9094,intercontinental-nanjing,www.gother.com/th-th/hotels/china/jiangsu/nanjing/intercontinental-nanjing,china/jiangsu/nanjing/intercontinental-nanjing,Supplier,china,17
1922,381307,kerry-hotel-pudong,www.gother.com/th-th/hotels/china/shanghai/pudong/kerry-hotel-pudong,china/shanghai/pudong/kerry-hotel-pudong,Supplier,china,17
1925,271599,ramada-by-wyndham-chengdu-north,www.gother.com/th-th/hotels/china/sichuan/chengdu/ramada-by-wyndham-chengdu-north,china/sichuan/chengdu/ramada-by-wyndham-chengdu-north,Supplier,china,17
1927,68299,blossom-house-shanghai-on-the-bund,www.gother.com/th-th/hotels/china/shanghai/pudong/blossom-house-shanghai-on-the-bund,china/shanghai/huangpu/blossom-house-shanghai-on-the-bund,Supplier,china,17
1931,184818,fairmont-peace-hotel-on-the-bund,www.gother.com/th-th/hotels/china/shanghai/pudong/fairmont-peace-hotel-on-the-bund,china/shanghai/pudong/fairmont-peace-hotel-on-the-bund,Supplier,china,17
1936,8704,regent-beijing,www.gother.com/th-th/hotels/china/beijing/dongcheng/regent-beijing,china/beijing/dongcheng/regent-beijing,Supplier,china,17
1940,872692,cloudy-international-apartment-beijing-road-a-mall-branch,www.gother.com/th-th/hotels/china/guangdong/yuexiu-district-beijing-road-haizhu-square/cloudy-international-apartment-beijing-road-a-mall-branch,china/guangdong/yuexiu-district-beijing-road-haizhu-square/cloudy-international-apartment-beijing-road-a-mall-branch,Supplier,china,17
1941,8703,zhong-an-hotel-beijing,www.gother.com/th-th/hotels/china/beijing/dongcheng/zhong-an-hotel-beijing,china/beijing/dongcheng/zhong-an-hotel-beijing,Supplier,china,17
1944,877833,holiday-inn-express-jiuzhaigou,www.gother.com/th-th/hotels/china/sichuan/zhangzhazhen/holiday-inn-express-jiuzhaigou,china/sichuan/zhangzhazhen/holiday-inn-express-jiuzhaigou,Supplier,china,17
2006,119174,guangzhou-hotel-canton-fair-free-shuttle-bus,www.gother.com/th-th/hotels/china/guangdong/guangzhou/guangzhou-hotel-canton-fair-free-shuttle-bus,china/guangdong/guangzhou/guangzhou-hotel-canton-fair-free-shuttle-bus,Supplier,china,17
2090,660692,atour-hotel-chengdu-consulate-area-renmin-south-road,www.gother.com/th-th/hotels/china/sichuan/chengdu/atour-hotel-chengdu-consulate-area-renmin-south-road,china/sichuan/chengdu/atour-hotel-chengdu-consulate-area-renmin-south-road,Supplier,china,17
2137,312879,k-pop-hotel-seoul-station,www.gother.com/th-th/hotels/south-korea/seoul/gangnam-gu/k-pop-hotel-seoul-station,south-korea/seoul/gangnam-gu/k-pop-hotel-seoul-station,Supplier,south-korea,17
2138,732518,hotel-the-designers-cheongnyangni,www.gother.com/th-th/hotels/south-korea/seoul/myeongdong/hotel-the-designers-cheongnyangni,south-korea/seoul/dongdaemun-gu/hotel-the-designers-cheongnyangni,Supplier,south-korea,17
2140,824546,line-hotel-myeongdong,www.gother.com/th-th/hotels/south-korea/seoul/jung-gu/line-hotel-myeongdong,south-korea/seoul/jung-gu/line-hotel-myeongdong,Supplier,south-korea,17
2142,190876,baiton-seoul-dongdaemun-hotel,www.gother.com/th-th/hotels/south-korea/seoul/myeongdong/baiton-seoul-dongdaemun-hotel,south-korea/seoul/myeongdong/baiton-seoul-dongdaemun-hotel,Supplier,south-korea,17
2153,824922,hotel-anteroom-seoul,www.gother.com/th-th/hotels/south-korea/seoul/gangnam-gu/hotel-anteroom-seoul,south-korea/seoul/gangnam-gu/hotel-anteroom-seoul,Supplier,south-korea,17
97,4716,Thipurai-City-Hotel,www.gother.com/th-th/hotels/thailand/prachuap-khiri-khan/hua-hin/thipurai-city-hotel,thailand/prachuap-khiri-khan/hua-hin/thipurai-city-hotel,DIRECT,thailand,16
341,452574,Chor-Cher-the-Luxury-Green-Hotel,www.gother.com/th-th/hotels/thailand/samut-prakarn/bang-bo/chor-cher-the-luxury-green-hotel,thailand/samut-prakarn/bang-bo/chor-cher-the-luxury-green-hotel,DIRECT,thailand,16
368,2660,G-Boutique-Hotel-Silom-Bangkok,www.gother.com/th-th/hotels/thailand/bangkok/bang-rak/g-boutique-hotel-silom-bangkok,thailand/bangkok/bang-rak/g-boutique-hotel-silom-bangkok,DIRECT,thailand,16
377,768719,Siam-Champs-Elyseesi-Unique-Hotel-Bangkok,www.gother.com/th-th/hotels/thailand/bangkok/phra-nakhon/siam-champs-elyseesi-unique-hotel-bangkok,thailand/bangkok/phra-nakhon/siam-champs-elyseesi-unique-hotel-bangkok,DIRECT,thailand,16
381,452276,the-shellsea-krabi-i-luxury-beach-front-resort-pool-villa,www.gother.com/th-th/hotels/thailand/krabi/muang-krabi/the-shellsea-krabi,thailand/krabi/muang-krabi/the-shellsea-krabi-i-luxury-beach-front-resort-pool-villa,DIRECT,thailand,16
494,4674,The-Sea-Cret-Hua-Hin,www.gother.com/th-th/hotels/thailand/prachuap-khiri-khan/hua-hin/the-sea-cret-hua-hin,thailand/prachuap-khiri-khan/hua-hin/the-sea-cret-hua-hin,DIRECT,thailand,16
498,228110,Sofitel-Macau-At-Ponte-16,www.gother.com/th-th/hotels/macau/macau/macau-city/sofitel-macau-at-ponte-16,macau/macau/macau-city/sofitel-macau-at-ponte-16,DIRECT,macau,16
499,223015,belle-villa-resort-khao-yai,www.gother.com/th-th/hotels/thailand/chiang-mai/hang-dong/belle-villa-resort-chiang-mai,thailand/nakhon-ratchasima/pak-chong/belle-villa-resort-khao-yai,DIRECT,thailand,16
993,137499,Kantary-Bay-Sriracha-Hotel,www.gother.com/th-th/hotels/thailand/chonburi/si-racha/kantary-bay-sriracha-hotel,thailand/chonburi/si-racha/kantary-bay-sriracha-hotel,DIRECT,thailand,16
1664,253573,finders-hotel-fu-qian,www.gother.com/th-th/hotels/taiwan/taipei/zhongzheng/finders-hotel-fu-qian,taiwan/taipei/zhongzheng/finders-hotel-fu-qian,Supplier,taiwan,16
1666,536022,inn-cube-taipei-main-station,www.gother.com/th-th/hotels/taiwan/taipei/zhongzheng/inn-cube-taipei-main-station,taiwan/taipei/zhongzheng/inn-cube-taipei-main-station,Supplier,taiwan,16
1669,164770,inhouse-hotel,www.gother.com/th-th/hotels/taiwan/taipei/wanhua-district/inhouse-hotel,taiwan/taipei/wanhua-district/inhouse-hotel,Supplier,taiwan,16
1928,877838,rezen-retreat-four-seasons-manju-hot-spring-hotel-jiuzhaigou-scenic-spot,www.gother.com/th-th/hotels/china/sichuan/jiuzhaigou/rezen-retreat-four-seasons-manju-hot-spring-hotel-jiuzhaigou-scenic-spot,china/sichuan/jiuzhaigou/rezen-retreat-four-seasons-manju-hot-spring-hotel-jiuzhaigou-scenic-spot,Supplier,china,16
1929,733159,jinjiang-inn-style-shanghai-nanjing-road-pedestrian-street-middle-fujian-road-branch,www.gother.com/th-th/hotels/china/shanghai/huangpu/jinjiang-inn-style-shanghai-nanjing-road-pedestrian-street-middle-fujian-road-branch,china/shanghai/huangpu/jinjiang-inn-style-shanghai-nanjing-road-pedestrian-street-middle-fujian-road-branch,Supplier,china,16
1930,703097,holiday-inn-express-shanghai-pujiang-lianhang-road-an-ihg-hotel,www.gother.com/th-th/hotels/china/shanghai/pudong/holiday-inn-express-shanghai-pujiang-lianhang-road-an-ihg-hotel,china/shanghai/pudong/holiday-inn-express-shanghai-pujiang-lianhang-road-an-ihg-hotel,Supplier,china,16
1933,102238,crowne-plaza-shanghai-anting,www.gother.com/th-th/hotels/china/shanghai/hongkou/crowne-plaza-shanghai-anting,china/shanghai/hongkou/crowne-plaza-shanghai-anting,Supplier,china,16
1934,269861,country-inn-suites-by-radisson-shanghai-pudong-airport,www.gother.com/th-th/hotels/china/shanghai/pudong/country-inn-suites-by-radisson-shanghai-pudong-airport,china/shanghai/pudong/country-inn-suites-by-radisson-shanghai-pudong-airport,Supplier,china,16
1937,897096,meego-yes-hotel,www.gother.com/th-th/hotels/china/shanghai/huangpu/meego-yes-hotel,china/shanghai/huangpu/meego-yes-hotel,Supplier,china,16
1938,9259,intercontinental-shanghai-expo,www.gother.com/th-th/hotels/china/shanghai/pudong/intercontinental-shanghai-expo,china/shanghai/pudong/intercontinental-shanghai-expo,Supplier,china,16
1939,270957,chimelong-penguin-hotel,www.gother.com/th-th/hotels/china/guangdong/zhuhai/chimelong-penguin-hotel,china/guangdong/zhuhai/chimelong-penguin-hotel,Supplier,china,16
1942,63733,dorsett-shanghai,www.gother.com/th-th/hotels/china/shanghai/pudong/dorsett-shanghai-century-park,china/shanghai/pudong/dorsett-shanghai,Supplier,china,16
2152,853747,aank-hotel-yeongdeungpo,www.gother.com/th-th/hotels/south-korea/seoul/yeongdeungpo-gu/aank-hotel-yeongdeungpo,south-korea/seoul/yeongdeungpo-gu/aank-hotel-yeongdeungpo,Supplier,south-korea,16
2171,666032,shilla-stay-guro-guro-digital-complex-station,www.gother.com/th-th/hotels/south-korea/seoul/dongjak-gu/shilla-stay-guro-guro-digital-complex-station,south-korea/seoul/dongjak-gu/shilla-stay-guro-guro-digital-complex-station,Supplier,south-korea,16
47,842066,the-nhorm-hotel,www.gother.com/th-th/hotels/thailand/bangkok/din-daeng/the-nhorm-hotel,thailand/bangkok/din-daeng/the-nhorm-hotel,DIRECT,thailand,15
78,137782,Aonang-Paradise-Resort,www.gother.com/th-th/hotels/thailand/krabi/ao-nang-beach/aonang-paradise-resort,thailand/krabi/ao-nang-beach/aonang-paradise-resort,DIRECT,thailand,15
120,137791,Beyond-Krabi,www.gother.com/th-th/hotels/thailand/krabi/klong-muang-beach/beyond-krabi,thailand/krabi/klong-muang-beach/beyond-krabi,DIRECT,thailand,15
142,843378,Onhill-Village,www.gother.com/th-th/hotels/thailand/nakhon-ratchasima/pak-chong/onhill-village,thailand/nakhon-ratchasima/pak-chong/onhill-village,DIRECT,thailand,15
186,849054,z-z-resort,www.gother.com/th-th/hotels/thailand/phuket/muang-phuket/z-z-resort,thailand/phuket/muang-phuket/z-z-resort,DIRECT,thailand,15
194,843267,z-z-house,www.gother.com/th-th/hotels/thailand/phuket/rawai/z-z-house,thailand/phuket/rawai/z-z-house,DIRECT,thailand,15
205,811,Aiyaree-Place-Hotel,www.gother.com/th-th/hotels/thailand/chonburi/bang-lamung/aiyaree-place-hotel,thailand/chonburi/bang-lamung/aiyaree-place-hotel,DIRECT,thailand,15
271,252361,SK-Boutique-Mahanakhon-Hotel,www.gother.com/th-th/hotels/thailand/bangkok/bang-rak/sk-boutique-mahanakhon-hotel,thailand/bangkok/bang-rak/sk-boutique-mahanakhon-hotel,DIRECT,thailand,15
421,4788,Tsix5-Hotel,www.gother.com/th-th/hotels/thailand/chonburi/north-pattaya/tsix5-hotel,thailand/chonburi/north-pattaya/tsix5-hotel,DIRECT,thailand,15
459,1025486,De-Mer-Resort-Rayong,www.gother.com/th-th/hotels/thailand/rayong/klaeng/de-mer-resort-rayong,thailand/rayong/klaeng/de-mer-resort-rayong,DIRECT,thailand,15
1667,253574,beauty-hotels-taipei-hotel-b7,www.gother.com/th-th/hotels/taiwan/taipei/zhongzheng/beauty-hotels-taipei-hotel-b7,taiwan/taipei/zhongzheng/beauty-hotels-taipei-hotel-b7,Supplier,taiwan,15
1740,11685,les-suites-da-an-hotel,www.gother.com/th-th/hotels/taiwan/taipei/da-an/les-suites-da-an-hotel,taiwan/taipei/da-an/les-suites-da-an-hotel,Supplier,taiwan,15
1943,673003,campanile-hotel-shanghai-railway-station-people-s-square,www.gother.com/th-th/hotels/china/shanghai/jing-an/campanile-hotel-shanghai-railway-station-people-s-square,china/shanghai/jing-an/campanile-hotel-shanghai-railway-station-people-s-square,Supplier,china,15
1957,873885,ji-hotel-shenzhen-huaqiangbei-electronics-building,www.gother.com/th-th/hotels/china/guangdong/shenzhen/ji-hotel-shenzhen-huaqiangbei-electronics-building,china/guangdong/shenzhen/ji-hotel-shenzhen-huaqiangbei-electronics-building,Supplier,china,15
1971,871730,hyatt-regency-hengqin,www.gother.com/th-th/hotels/china/guangdong/zhuhai/hyatt-regency-hengqin,china/guangdong/zhuhai/hyatt-regency-hengqin,Supplier,china,15
1988,47873,swissotel-shenyang,www.gother.com/th-th/hotels/china/liaoning/shenyang/swissotel-shenyang,china/liaoning/shenyang/swissotel-shenyang,Supplier,china,15
2143,89314,travelodge-myeongdong-city-hall,www.gother.com/th-th/hotels/south-korea/seoul/jung-gu/travelodge-myeongdong-city-hall,south-korea/seoul/jung-gu/travelodge-myeongdong-city-hall,Supplier,south-korea,15
202,252239,Q-VICTORY-PATONG,www.gother.com/th-th/hotels/thailand/phuket/patong/q-victory-patong,thailand/phuket/patong/q-victory-patong,DIRECT,thailand,14
255,769037,chermantra-aonang-resort-pool-suite,www.gother.com/th-th/hotels/thailand/krabi/ao-nang-beach/chermantra-aonang-resort-pool-suite,thailand/krabi/ao-nang-beach/chermantra-aonang-resort-pool-suite,DIRECT,thailand,14
345,4462,Tango-Vibrant-Living-Hotel,www.gother.com/th-th/hotels/thailand/bangkok/pratunam/tango-vibrant-living-hotel,thailand/bangkok/pratunam/tango-vibrant-living-hotel,DIRECT,thailand,14
427,225815,Simplitel,www.gother.com/th-th/hotels/thailand/phuket/karon-beach/simplitel,thailand/phuket/karon-beach/simplitel,DIRECT,thailand,14
467,763046,t-heritage-hotel,www.gother.com/th-th/hotels/thailand/chiang-mai/muang-chiang-mai/t-heritage-hotel,thailand/chiang-mai/muang-chiang-mai/t-heritage-hotel,DIRECT,thailand,14
963,2432,Kantary-Hotel-Kabinburi,www.gother.com/th-th/hotels/thailand/prachinburi/kabin-buri/kantary-hotel-kabinburi,thailand/prachinburi/kabin-buri/kantary-hotel-kabinburi,DIRECT,thailand,14
1668,330193,ximen-le-room-hotel-kangding-taipei,www.gother.com/th-th/hotels/taiwan/taipei/wanhua/ximen-le-room-hotel-kangding-taipei,taiwan/taipei/wanhua/ximen-le-room-hotel-kangding-taipei,Supplier,taiwan,14
1670,164659,vip-hotel,www.gother.com/th-th/hotels/taiwan/taipei/zhongshan/vip-hotel,taiwan/taipei/zhongshan/vip-hotel,Supplier,taiwan,14
1671,330187,neijiang-hotel,www.gother.com/th-th/hotels/taiwan/taipei/wanhua-district/neijiang-hotel,taiwan/taipei/wanhua-district/neijiang-hotel,Supplier,taiwan,14
1672,330247,inn-cube-ximen,www.gother.com/th-th/hotels/taiwan/taipei/wanhua-district/inn-cube-ximen,taiwan/taipei/wanhua/inn-cube-ximen,Supplier,taiwan,14
1673,703817,east-dragon-taipei,www.gother.com/th-th/hotels/taiwan/taipei/zhongzheng/east-dragon-taipei,taiwan/taipei/zhongzheng/east-dragon-taipei,Supplier,taiwan,14
1674,330330,cho-hotel,www.gother.com/th-th/hotels/taiwan/taipei/wanhua-district/cho-hotel,taiwan/taipei/wanhua/cho-hotel,Supplier,taiwan,14
1675,79254,beauty-hotels-taipei-hotel-b6,www.gother.com/th-th/hotels/taiwan/taipei/wanhua-district/beauty-hotels-taipei-hotel-b6,taiwan/taipei/wanhua/beauty-hotels-taipei-hotel-b6,Supplier,taiwan,14
1946,862162,radisson-hotel-shanghai-new-world,www.gother.com/th-th/hotels/china/beijing/daxing-district/radisson-hotel-beijing-daxing-airport,china/shanghai/huangpu/radisson-hotel-shanghai-new-world,Supplier,china,14
1947,968683,metropolo-nanjing-hotel-shanghai,www.gother.com/th-th/hotels/china/shanghai/huangpu/metropolo-nanjing-hotel-shanghai,china/shanghai/huangpu/metropolo-nanjing-hotel-shanghai,Supplier,china,14
1948,150342,jin-jiang-tower-hotel,www.gother.com/th-th/hotels/china/shanghai/huangpu/jin-jiang-tower-hotel,china/shanghai/huangpu/jin-jiang-tower-hotel,Supplier,china,14
1949,875171,ji-hotel-hangzhou-lin-an-people-s-square,www.gother.com/th-th/hotels/china/zhejiang/hangzhou/ji-hotel-hangzhou-lin-an-people-s-square,china/zhejiang/hangzhou/ji-hotel-hangzhou-lin-an-people-s-square,Supplier,china,14
1950,124252,kempinski-hotel-beijing-yansha-center,www.gother.com/th-th/hotels/china/beijing/chaoyang/kempinski-hotel-beijing-yansha-center,china/beijing/chaoyang/kempinski-hotel-beijing-yansha-center,Supplier,china,14
1951,116837,intercontinental-shanghai-pudong,www.gother.com/th-th/hotels/china/shanghai/pudong/intercontinental-shanghai-pudong,china/shanghai/pudong/intercontinental-shanghai-pudong,Supplier,china,14
1952,871771,hilton-garden-inn-zhuhai-jinan-university,www.gother.com/th-th/hotels/china/guangdong/qianshan-area/hilton-garden-inn-zhuhai-jinan-university,china/guangdong/qianshan-area/hilton-garden-inn-zhuhai-jinan-university,Supplier,china,14
1953,271100,green-court-green-city,www.gother.com/th-th/hotels/china/shanghai/huangpu/green-court-green-city,china/shanghai/huangpu/green-court-green-city,Supplier,china,14
1954,505945,chengdu-holly-hostel,www.gother.com/th-th/hotels/china/sichuan/chengdu/chengdu-holly-hostel,china/sichuan/chengdu/chengdu-holly-hostel,Supplier,china,14
1955,896992,base-binjiang-serviced-apartment,www.gother.com/th-th/hotels/china/shanghai/people-square-and-south-bund-huangpu/base-binjiang-serviced-apartment,china/shanghai/people-square-and-south-bund-huangpu/base-binjiang-serviced-apartment,Supplier,china,14
1956,633296,asia-hotel,www.gother.com/th-th/hotels/china/shandong/weifang/asia-hotel,china/beijing/dongcheng/asia-hotel,Supplier,china,14
1958,184683,howard-johnson-huaihai-hotel-shanghai,www.gother.com/th-th/hotels/china/shanghai/xuhui/howard-johnson-huaihai-hotel-shanghai,china/shanghai/xuhui/howard-johnson-huaihai-hotel-shanghai,Supplier,china,14
1972,125066,citadines-lujiazui-shanghai,www.gother.com/th-th/hotels/china/shanghai/huangpu/citadines-lujiazui-shanghai,china/shanghai/huangpu/citadines-lujiazui-shanghai,Supplier,china,14
1975,376979,the-yangtze-boutique-shanghai,www.gother.com/th-th/hotels/china/shanghai/huangpu/the-yangtze-boutique-shanghai,china/shanghai/huangpu/the-yangtze-boutique-shanghai,Supplier,china,14
1992,124941,regent-shanghai-pudong,www.gother.com/th-th/hotels/china/shanghai/pudong/regent-shanghai-pudong,china/shanghai/pudong/regent-shanghai-pudong,Supplier,china,14
2003,118581,grand-hyatt-beijing,www.gother.com/th-th/hotels/china/beijing/dongcheng/grand-hyatt-beijing,china/beijing/dongcheng/grand-hyatt-beijing,Supplier,china,14
2043,896516,nihang-hotel,www.gother.com/th-th/hotels/china/shanghai/pudong-int-l-airport-and-new-district/nihang-hotel,china/shanghai/pudong-int-l-airport-and-new-district/nihang-hotel,Supplier,china,14
2064,82622,somerset-riverview-chengdu,www.gother.com/th-th/hotels/china/sichuan/chengdu/somerset-riverview-chengdu,china/sichuan/chengdu/somerset-riverview-chengdu,Supplier,china,14
2147,134019,oakwood-premier-coex-center,www.gother.com/th-th/hotels/south-korea/seoul/gangnam-gu/oakwood-premier-coex-center,south-korea/seoul/gangnam-gu/oakwood-premier-coex-center,Supplier,south-korea,14
2148,615462,pacific-hotel,www.gother.com/th-th/hotels/china/henan/jiaozuo/pacific-hotel,south-korea/seoul/jung-gu/pacific-hotel,Supplier,south-korea,14
2150,824052,lescape-hotel,www.gother.com/th-th/hotels/south-korea/seoul/jung-gu/lescape-hotel,south-korea/seoul/jung-gu/lescape-hotel,Supplier,south-korea,14
2151,854161,aank-hotel-seoul-sinchon-branch,www.gother.com/th-th/hotels/south-korea/seoul/sinchon/aank-hotel-seoul-sinchon-branch,south-korea/seoul/sinchon/aank-hotel-seoul-sinchon-branch,Supplier,south-korea,14
2155,825527,hotel-park-hill-myeongdong,www.gother.com/th-th/hotels/south-korea/seoul/jung-gu/hotel-park-hill-myeongdong,south-korea/seoul/jung-gu/hotel-park-hill-myeongdong,Supplier,south-korea,14
2174,677153,lotte-city-hotel-mapo,www.gother.com/th-th/hotels/south-korea/seoul/mapo-gu/lotte-city-hotel-mapo,south-korea/seoul/mapo-gu/lotte-city-hotel-mapo,Supplier,south-korea,14
44,841290,Kastel-Hotel-Pattaya-by-Loft-Bangkok,www.gother.com/th-th/hotels/thailand/chonburi/south-pattaya/kastel-hotel-pattaya-by-loft-bangkok,thailand/chonburi/south-pattaya/kastel-hotel-pattaya-by-loft-bangkok,DIRECT,thailand,13
193,561837,Tim-Mansion-Bangkok-Hotel,www.gother.com/th-th/hotels/thailand/bangkok/phra-nakhon/tim-mansion-bangkok-hotel,thailand/bangkok/phra-nakhon/tim-mansion-bangkok-hotel,DIRECT,thailand,13
200,3922,Quarter-09-Beach,www.gother.com/th-th/hotels/thailand/chonburi/pattaya/quarter-09-beach,thailand/chonburi/pattaya/quarter-09-beach,DIRECT,thailand,13
259,962439,Athena-Glamping-Khaoyai,www.gother.com/th-th/hotels/thailand/nakhon-ratchasima/khao-yai/athena-glamping-khaoyai,thailand/nakhon-ratchasima/khao-yai/athena-glamping-khaoyai,DIRECT,thailand,13
296,844171,Cascade-Tara,www.gother.com/th-th/hotels/thailand/surat-thani/koh-samui/cascade-tara,thailand/surat-thani/koh-samui/cascade-tara,DIRECT,thailand,13
303,760400,Chezzotel-Pattaya,www.gother.com/th-th/hotels/thailand/chonburi/central-pattaya/chezzotel-pattaya,thailand/chonburi/central-pattaya/chezzotel-pattaya,DIRECT,thailand,13
473,452089,Hotel-Clover-Asoke-Bangkok,www.gother.com/th-th/hotels/thailand/bangkok/khlong-toei/hotel-clover-asoke,thailand/bangkok/sukhumvit/hotel-clover-asoke-bangkok,DIRECT,thailand,13
480,192332,deevana-patong-resort-spa,www.gother.com/th-th/hotels/thailand/phuket/patong/deevana-patong-resort-spa,thailand/phuket/patong/deevana-patong-resort-spa,DIRECT,thailand,13
501,3318,Pa-Prai-Villa-At-The-Plantation,www.gother.com/th-th/hotels/thailand/prachuap-khiri-khan/pran-buri/pa-prai-villas-suites,thailand/prachuap-khiri-khan/pran-buri/pa-prai-villa-at-the-plantation,DIRECT,thailand,13
1676,253525,hotel-6-wannien,www.gother.com/th-th/hotels/taiwan/taipei/wanhua/hotel-6-wannien,taiwan/taipei/wanhua/hotel-6-wannien,Supplier,taiwan,13
